ORIGIN,DEST,UNIQUE_CARRIER,DAY_OF_WEEK,DEP_HOUR,ARR_DELAY
ATL,BOS,DL,4,20,26.0
LAS,BOS,B6,4,9,12.0
DEN,ORD,UA,4,12,33.0
LAS,SFO,WN,4,16,53.0
PHX,ORD,UA,1,14,63.0
SFO,IAH,UA,4,13,43.0
PHX,DEN,UA,2,12,24.0
DEN,DFW,AA,7,17,10.0
DEN,PHX,WN,4,15,13.0
ORD,DFW,AA,5,21,65.0
PHX,ORD,F9,1,10,7.0
ATL,ORD,DL,1,8,27.0
SFO,DEN,UA,4,14,106.0
DEN,PHX,F9,6,21,238.0
ORD,PHX,UA,3,9,19.0
SFO,BOS,B6,2,7,21.0
ATL,BOS,DL,3,21,29.0
DEN,IAH,UA,4,11,18.0
LAS,ORD,AA,7,12,39.0
LAX,DFW,OO,7,19,39.0
DEN,DFW,F9,6,6,6.0
PHX,DEN,F9,7,15,17.0
ORD,BOS,B6,7,18,36.0
IAH,LAS,UA,3,9,7.0
ORD,IAH,UA,2,9,23.0
ORD,SFO,UA,5,18,13.0
LAS,SFO,OO,2,16,12.0
IAH,ORD,UA,4,14,15.0
DEN,PHX,WN,6,8,20.0
DEN,DFW,UA,5,19,67.0
LAX,PHX,OO,7,11,39.0
LAS,DEN,WN,4,13,7.0
DEN,SFO,WN,4,11,75.0
DEN,ORD,UA,2,14,66.0
DEN,LAS,WN,6,16,31.0
PHX,DFW,AA,6,15,31.0
PHX,DEN,UA,6,6,81.0
LAX,LAS,WN,3,21,54.0
DFW,PHX,AA,1,12,25.0
DFW,SFO,OO,4,8,6.0
SFO,DFW,OO,1,10,27.0
DFW,ATL,AA,2,14,124.0
DFW,LAS,AA,4,12,12.0
ATL,LAX,DL,6,16,7.0
PHX,ORD,AA,7,14,10.0
LAS,ORD,AA,1,12,26.0
LAX,SFO,WN,5,15,55.0
DFW,LAS,AA,5,13,6.0
LAX,SFO,DL,2,14,16.0
LAX,BOS,AA,7,7,764.0
SFO,ATL,DL,1,14,50.0
SFO,ORD,AA,7,23,67.0
SFO,ORD,UA,2,10,115.0
SFO,DFW,UA,7,13,184.0
ORD,LAS,AA,6,14,37.0
LAX,SFO,UA,3,8,6.0
IAH,ORD,UA,5,17,19.0
DEN,ORD,UA,1,9,7.0
LAX,LAS,AA,1,11,15.0
DEN,LAS,WN,5,10,73.0
DEN,IAH,UA,3,7,110.0
IAH,ATL,DL,6,11,23.0
ATL,ORD,OO,2,17,34.0
BOS,DFW,AA,5,16,12.0
DFW,IAH,EV,1,11,92.0
DEN,ORD,AA,1,17,134.0
ATL,LAS,DL,3,18,30.0
LAS,PHX,WN,2,16,97.0
LAX,DEN,WN,6,14,30.0
ORD,SFO,AA,1,18,20.0
ATL,LAS,WN,4,15,11.0
DEN,LAX,F9,1,9,8.0
DFW,IAH,AA,2,15,10.0
IAH,LAS,UA,1,17,162.0
LAS,ORD,UA,4,18,80.0
LAS,DEN,WN,2,20,35.0
LAS,ORD,F9,5,0,11.0
DFW,LAS,AA,2,7,21.0
PHX,DEN,F9,1,12,15.0
LAX,SFO,DL,4,7,12.0
BOS,ORD,UA,3,16,52.0
PHX,LAS,WN,7,21,7.0
DEN,PHX,UA,4,19,35.0
LAS,BOS,B6,1,9,28.0
DEN,IAH,UA,6,10,5.0
LAX,SFO,WN,7,15,10.0
LAS,LAX,WN,1,17,25.0
BOS,SFO,B6,4,16,18.0
DEN,ORD,UA,1,6,28.0
ATL,LAX,DL,4,12,18.0
LAX,PHX,US,2,7,11.0
LAX,ORD,UA,5,19,25.0
BOS,SFO,UA,2,14,38.0
DEN,SFO,F9,1,13,42.0
DFW,LAX,AA,5,9,25.0
IAH,ORD,UA,2,10,91.0
ATL,LAS,WN,3,18,51.0
ATL,BOS,DL,6,19,19.0
SFO,LAX,DL,5,11,30.0
LAS,SFO,UA,1,9,50.0
BOS,PHX,US,5,16,43.0
IAH,DFW,OO,3,7,15.0
DFW,IAH,AA,3,9,20.0
LAS,LAX,WN,2,17,11.0
ORD,DEN,OO,4,5,29.0
LAX,PHX,WN,2,21,74.0
SFO,LAX,UA,6,22,26.0
DFW,LAX,AA,5,10,28.0
BOS,ATL,DL,7,14,7.0
BOS,SFO,UA,4,19,23.0
LAX,IAH,UA,2,12,39.0
LAX,LAS,WN,5,18,65.0
SFO,LAX,UA,4,10,9.0
DEN,PHX,F9,5,20,118.0
DEN,PHX,F9,1,20,213.0
ATL,PHX,DL,2,21,99.0
LAX,SFO,WN,1,21,32.0
DEN,LAS,F9,2,18,25.0
ORD,ATL,DL,4,14,128.0
BOS,DEN,B6,5,20,5.0
LAS,SFO,UA,2,19,38.0
SFO,DFW,UA,4,10,5.0
ORD,LAX,AA,4,14,31.0
LAS,DEN,UA,1,11,129.0
ORD,BOS,UA,1,18,58.0
DFW,BOS,AA,3,17,11.0
LAX,LAS,WN,2,20,7.0
PHX,SFO,US,4,13,22.0
ATL,DFW,DL,1,10,13.0
LAS,SFO,WN,4,17,56.0
LAX,ATL,DL,7,10,31.0
ORD,PHX,US,3,14,11.0
LAS,IAH,F9,5,0,6.0
SFO,LAS,UA,1,10,23.0
IAH,LAX,UA,6,11,9.0
ATL,LAX,WN,5,16,43.0
LAX,DEN,UA,3,19,30.0
ORD,BOS,AA,3,13,41.0
DEN,ATL,DL,4,8,7.0
DEN,ATL,OO,4,17,17.0
ORD,LAS,UA,7,21,5.0
LAS,SFO,WN,1,8,8.0
ATL,IAH,EV,5,15,15.0
SFO,LAX,UA,5,20,15.0
ORD,SFO,UA,4,20,75.0
ORD,IAH,UA,1,18,93.0
LAX,BOS,DL,3,9,44.0
BOS,PHX,B6,3,17,40.0
ORD,BOS,UA,7,17,10.0
ATL,DFW,AA,1,9,14.0
ORD,DFW,OO,5,17,10.0
LAX,DFW,AA,1,12,30.0
DFW,PHX,AA,1,17,7.0
PHX,LAX,AA,2,10,35.0
ORD,SFO,UA,4,8,15.0
LAS,LAX,AA,2,13,33.0
DEN,DFW,AA,7,19,134.0
DEN,ATL,F9,3,17,17.0
PHX,IAH,US,7,9,7.0
LAX,SFO,UA,7,14,6.0
LAX,SFO,UA,4,20,21.0
ORD,LAX,UA,6,19,100.0
LAX,ORD,AA,6,1,49.0
ATL,ORD,DL,7,17,11.0
DFW,LAS,AA,2,11,6.0
BOS,DFW,AA,7,5,5.0
DEN,PHX,WN,3,8,36.0
LAS,ORD,AA,1,12,23.0
ORD,IAH,UA,7,20,200.0
LAX,LAS,WN,3,17,10.0
IAH,ORD,UA,2,14,7.0
BOS,PHX,US,2,6,42.0
ORD,LAX,AA,5,18,5.0
DFW,ORD,OO,1,19,13.0
ORD,IAH,UA,5,21,129.0
LAX,LAS,DL,3,21,241.0
LAS,DFW,AA,3,14,14.0
PHX,LAX,WN,7,17,10.0
DEN,PHX,UA,4,22,48.0
DEN,SFO,F9,1,20,98.0
PHX,LAS,WN,7,8,16.0
DEN,SFO,UA,7,17,26.0
PHX,LAX,WN,7,13,5.0
ORD,PHX,AA,7,14,11.0
LAS,PHX,WN,7,20,5.0
BOS,SFO,UA,7,19,11.0
ORD,DFW,AA,3,14,11.0
ORD,ATL,UA,1,8,11.0
LAX,SFO,UA,7,13,25.0
DEN,ORD,UA,3,10,18.0
LAS,BOS,B6,6,22,15.0
DEN,IAH,UA,5,16,64.0
ATL,LAX,WN,4,18,13.0
LAX,LAS,AA,1,17,18.0
SFO,DFW,AA,5,8,11.0
DFW,LAS,AA,6,9,6.0
SFO,LAX,WN,3,16,9.0
IAH,DEN,UA,7,14,26.0
IAH,ATL,DL,6,7,10.0
DFW,PHX,AA,3,10,24.0
LAX,LAS,OO,1,12,10.0
PHX,LAS,US,2,10,5.0
DEN,ATL,DL,7,10,23.0
LAS,SFO,WN,4,6,21.0
LAS,ATL,DL,1,11,5.0
PHX,ORD,UA,5,10,13.0
DEN,DFW,AA,4,19,50.0
DEN,BOS,B6,7,23,8.0
DFW,ORD,AA,4,14,20.0
LAS,DEN,WN,4,11,54.0
BOS,DFW,AA,3,5,28.0
LAS,LAX,WN,2,17,94.0
LAS,SFO,UA,5,17,155.0
LAX,DEN,F9,4,14,15.0
SFO,LAX,DL,2,10,86.0
BOS,LAS,B6,2,20,8.0
DFW,LAS,AA,6,11,5.0
ORD,IAH,UA,7,14,6.0
DFW,ORD,AA,6,13,105.0
PHX,LAS,WN,5,17,38.0
BOS,ORD,AA,1,11,8.0
DFW,LAS,AA,7,14,5.0
ORD,DEN,UA,5,5,10.0
DFW,DEN,F9,4,14,15.0
DEN,PHX,F9,5,12,45.0
DEN,ORD,AA,1,6,12.0
LAX,PHX,OO,5,7,11.0
LAX,SFO,WN,7,17,11.0
DEN,LAX,UA,5,9,79.0
LAS,DEN,F9,3,9,31.0
ORD,IAH,UA,5,19,13.0
DFW,LAX,AA,1,14,49.0
LAX,ORD,UA,6,23,11.0
DFW,ORD,OO,2,15,131.0
BOS,SFO,UA,3,8,39.0
LAX,SFO,DL,1,14,22.0
PHX,LAS,US,5,13,18.0
SFO,ORD,UA,5,12,15.0
DEN,SFO,WN,2,12,14.0
SFO,LAX,AA,5,20,8.0
ORD,PHX,AA,7,7,23.0
ORD,DFW,AA,7,15,9.0
DFW,ATL,DL,6,18,34.0
PHX,SFO,US,4,14,46.0
SFO,PHX,OO,7,16,7.0
SFO,LAX,AA,2,13,16.0
ORD,PHX,UA,2,11,10.0
IAH,DFW,UA,5,21,19.0
DEN,LAS,F9,6,14,83.0
DFW,PHX,AA,6,8,13.0
DEN,SFO,WN,7,12,25.0
ORD,LAX,UA,6,7,8.0
DFW,ORD,AA,3,17,332.0
LAS,DEN,F9,1,6,27.0
SFO,BOS,UA,1,11,16.0
IAH,PHX,UA,3,17,16.0
DEN,PHX,F9,6,20,38.0
DFW,ORD,OO,3,15,12.0
IAH,ATL,EV,2,17,33.0
LAX,DFW,AA,2,0,20.0
DEN,LAX,F9,4,16,101.0
PHX,LAX,WN,1,16,17.0
SFO,BOS,UA,2,8,6.0
IAH,SFO,UA,1,8,52.0
DEN,SFO,UA,4,8,9.0
BOS,SFO,B6,2,16,50.0
ORD,ATL,OO,5,17,47.0
DFW,ATL,DL,5,15,27.0
DFW,PHX,US,7,8,8.0
DFW,ATL,AA,2,9,5.0
BOS,DEN,UA,1,7,5.0
ATL,LAS,DL,4,13,34.0
ATL,DFW,DL,4,13,17.0
LAX,ATL,AA,5,15,18.0
BOS,ATL,DL,7,17,33.0
IAH,DFW,AA,2,16,7.0
ORD,SFO,UA,4,7,50.0
ATL,BOS,WN,1,13,8.0
DEN,PHX,WN,4,11,40.0
BOS,SFO,B6,1,8,10.0
DFW,LAX,OO,6,9,10.0
LAX,DFW,AA,7,0,16.0
IAH,ATL,EV,3,19,193.0
ORD,SFO,UA,1,11,42.0
ORD,ATL,DL,5,16,196.0
DEN,SFO,WN,1,8,64.0
SFO,LAS,UA,3,19,8.0
DEN,ATL,OO,4,12,11.0
SFO,LAX,WN,7,17,56.0
DFW,LAX,AA,3,16,6.0
ATL,DEN,OO,6,15,5.0
BOS,SFO,B6,7,20,62.0
DEN,IAH,UA,5,20,29.0
SFO,LAX,UA,4,11,48.0
ORD,LAX,AA,1,18,71.0
BOS,ATL,DL,3,17,38.0
LAS,DEN,WN,7,19,23.0
LAS,ATL,WN,1,14,14.0
PHX,DEN,WN,1,20,9.0
DEN,SFO,UA,7,11,263.0
LAX,ATL,AA,1,16,36.0
ATL,IAH,DL,7,16,13.0
LAX,LAS,WN,5,6,6.0
DEN,LAS,F9,2,14,38.0
ATL,LAS,DL,5,20,46.0
ORD,ATL,DL,2,16,59.0
ORD,LAS,UA,7,12,16.0
DEN,IAH,UA,7,10,55.0
DFW,ORD,AA,5,5,37.0
LAS,SFO,WN,1,15,84.0
DFW,ATL,AA,3,12,60.0
PHX,LAX,WN,4,12,19.0
ORD,PHX,US,7,17,47.0
LAS,PHX,WN,4,21,18.0
ATL,ORD,DL,5,19,20.0
BOS,ATL,DL,4,16,54.0
PHX,SFO,OO,2,18,71.0
BOS,LAX,B6,3,7,10.0
BOS,DEN,WN,2,7,10.0
LAX,PHX,WN,4,10,11.0
DFW,IAH,EV,4,11,92.0
SFO,PHX,WN,7,16,50.0
DFW,ORD,AA,7,21,85.0
LAS,PHX,WN,7,18,8.0
SFO,ORD,UA,1,13,98.0
PHX,IAH,UA,5,7,16.0
ATL,SFO,UA,2,17,14.0
ORD,ATL,DL,2,18,124.0
BOS,ORD,AA,6,6,11.0
ORD,LAS,UA,7,19,7.0
DEN,LAX,WN,3,9,7.0
DEN,ORD,OO,2,6,21.0
ORD,BOS,UA,6,20,39.0
LAX,LAS,WN,3,11,50.0
LAX,LAS,WN,5,18,19.0
DFW,LAS,AA,3,16,65.0
LAX,DEN,F9,4,14,10.0
DFW,PHX,AA,4,8,20.0
DFW,LAX,AA,4,15,16.0
IAH,PHX,UA,3,9,45.0
ORD,ATL,DL,3,10,14.0
ORD,LAX,UA,2,13,9.0
ORD,ATL,DL,3,14,25.0
ATL,ORD,OO,5,20,23.0
LAS,SFO,WN,7,19,13.0
DFW,IAH,EV,7,16,17.0
PHX,SFO,WN,4,8,105.0
DFW,ATL,AA,4,19,17.0
DFW,LAX,AA,7,20,57.0
BOS,PHX,AA,4,9,18.0
ORD,LAX,AA,5,20,87.0
DEN,SFO,WN,6,20,7.0
DFW,LAS,AA,7,14,23.0
ATL,SFO,UA,3,17,50.0
SFO,LAX,WN,7,16,55.0
ATL,SFO,WN,2,17,38.0
PHX,DFW,AA,2,19,19.0
ORD,LAX,AA,4,17,5.0
ORD,ATL,OO,3,10,11.0
PHX,ORD,US,7,23,16.0
ORD,PHX,AA,2,11,44.0
LAX,PHX,WN,4,13,18.0
LAX,SFO,UA,4,6,18.0
PHX,DEN,WN,6,15,5.0
DEN,PHX,UA,3,8,46.0
ORD,ATL,OO,6,16,144.0
PHX,LAS,US,2,17,9.0
PHX,SFO,WN,7,21,44.0
DFW,BOS,AA,2,10,66.0
PHX,DEN,WN,4,7,19.0
LAS,LAX,OO,5,18,17.0
ATL,DFW,AA,4,14,9.0
DFW,ORD,AA,3,15,9.0
SFO,BOS,B6,3,10,45.0
ORD,LAX,UA,4,20,24.0
LAX,ORD,UA,1,9,15.0
BOS,SFO,B6,7,8,28.0
SFO,ORD,UA,4,12,130.0
LAS,DEN,F9,1,10,33.0
DFW,SFO,AA,3,20,31.0
ATL,PHX,DL,6,19,12.0
DFW,ATL,AA,4,7,6.0
LAS,LAX,AA,5,15,14.0
DFW,LAS,AA,1,17,9.0
ORD,SFO,UA,2,8,14.0
DEN,ORD,AA,4,9,59.0
DFW,PHX,AA,1,13,6.0
ORD,LAX,AA,4,8,6.0
IAH,DFW,AA,1,5,10.0
LAX,DEN,UA,4,6,7.0
ATL,IAH,UA,5,16,8.0
IAH,DFW,AA,4,18,32.0
DFW,LAX,AA,1,17,55.0
IAH,PHX,OO,3,8,7.0
DEN,LAS,WN,2,20,48.0
ORD,ATL,AA,2,18,14.0
SFO,DEN,UA,4,9,83.0
ATL,DEN,UA,4,16,101.0
PHX,DFW,AA,3,18,44.0
ATL,DEN,UA,6,16,6.0
IAH,ORD,UA,1,8,14.0
DFW,LAX,AA,6,22,14.0
BOS,LAX,AA,5,15,15.0
ORD,BOS,AA,4,20,6.0
ATL,PHX,DL,4,16,205.0
IAH,PHX,AA,3,5,19.0
ORD,PHX,UA,6,10,34.0
SFO,LAX,OO,5,15,22.0
DFW,DEN,UA,3,17,34.0
PHX,DEN,WN,3,11,9.0
IAH,ATL,UA,7,17,33.0
ATL,DEN,DL,7,10,22.0
PHX,SFO,OO,2,8,40.0
ATL,BOS,DL,3,13,10.0
ATL,IAH,DL,4,9,18.0
LAX,SFO,UA,6,16,10.0
DFW,ORD,AA,5,12,106.0
IAH,ORD,UA,6,13,7.0
SFO,DFW,AA,1,13,11.0
ATL,IAH,OO,1,18,17.0
ATL,BOS,DL,2,16,25.0
SFO,LAX,AA,6,21,17.0
PHX,LAX,US,1,21,17.0
IAH,ORD,UA,3,13,20.0
DFW,LAS,AA,7,13,38.0
PHX,DFW,AA,5,5,85.0
BOS,ORD,B6,7,16,16.0
ORD,PHX,AA,5,9,10.0
IAH,DEN,UA,7,21,10.0
BOS,ATL,WN,5,17,72.0
LAX,LAS,DL,2,13,11.0
PHX,SFO,AA,3,20,50.0
SFO,DEN,UA,4,8,107.0
LAS,DFW,AA,5,10,6.0
BOS,LAX,AA,1,17,6.0
ORD,DEN,F9,7,17,212.0
PHX,SFO,AA,6,17,6.0
DEN,PHX,AA,3,12,8.0
ORD,SFO,UA,6,16,23.0
LAX,SFO,DL,4,13,11.0
DFW,SFO,AA,2,12,18.0
ORD,IAH,UA,5,15,10.0
PHX,ATL,DL,4,23,26.0
DFW,IAH,EV,7,10,21.0
DEN,DFW,AA,6,11,5.0
IAH,DFW,AA,7,14,12.0
IAH,DFW,EV,3,13,17.0
PHX,ORD,AA,6,11,35.0
ORD,DFW,AA,7,10,6.0
PHX,LAX,OO,2,17,7.0
ORD,DFW,AA,6,12,181.0
DEN,ORD,UA,1,14,52.0
DFW,LAX,AA,5,11,14.0
SFO,LAS,WN,4,16,58.0
LAS,LAX,AA,4,19,163.0
BOS,DFW,B6,3,14,7.0
BOS,IAH,UA,5,9,339.0
LAX,PHX,OO,5,8,19.0
BOS,IAH,UA,7,12,39.0
SFO,DFW,AA,6,0,116.0
DEN,IAH,EV,5,22,80.0
DFW,SFO,AA,7,17,31.0
DFW,LAS,AA,3,17,25.0
DEN,ORD,UA,1,16,39.0
PHX,DFW,US,6,13,17.0
ATL,ORD,OO,5,13,69.0
DEN,IAH,UA,7,20,73.0
ORD,LAX,UA,2,18,35.0
ATL,IAH,OO,3,9,19.0
DFW,ATL,AA,6,8,47.0
ATL,ORD,OO,4,18,9.0
ATL,DEN,DL,3,13,34.0
DFW,ATL,AA,4,11,47.0
ATL,DEN,DL,1,19,5.0
IAH,LAX,UA,3,15,57.0
DFW,ATL,DL,5,20,19.0
LAS,LAX,WN,4,11,30.0
IAH,SFO,UA,3,17,24.0
DFW,ATL,DL,2,16,177.0
LAX,SFO,DL,7,18,6.0
SFO,ORD,UA,7,14,97.0
LAX,DEN,F9,5,14,97.0
LAX,IAH,UA,4,0,24.0
DFW,LAX,AA,4,15,17.0
DFW,ORD,AA,2,16,8.0
LAX,PHX,WN,2,13,9.0
DEN,DFW,AA,6,15,32.0
LAS,IAH,UA,5,7,5.0
LAS,LAX,WN,2,13,67.0
DEN,PHX,US,3,12,12.0
IAH,ORD,UA,2,12,23.0
IAH,SFO,UA,7,17,18.0
SFO,LAX,UA,7,15,7.0
DEN,ORD,UA,5,14,11.0
PHX,SFO,US,7,13,53.0
DEN,SFO,UA,6,9,6.0
PHX,LAX,WN,1,15,15.0
ATL,PHX,DL,4,20,7.0
LAX,ATL,DL,5,22,5.0
LAS,LAX,WN,2,14,10.0
ATL,SFO,DL,3,20,20.0
DEN,IAH,UA,6,16,10.0
ATL,DFW,AA,3,9,100.0
LAX,LAS,DL,4,21,10.0
SFO,LAX,AA,4,19,6.0
LAX,ATL,DL,4,12,45.0
SFO,ORD,AA,3,9,24.0
LAX,LAS,WN,5,18,87.0
DFW,ATL,AA,4,18,111.0
PHX,DFW,AA,1,6,45.0
ORD,IAH,UA,7,15,38.0
LAS,DEN,WN,2,21,86.0
ATL,DEN,F9,3,7,34.0
DEN,PHX,US,6,20,63.0
SFO,LAS,WN,2,22,142.0
LAX,PHX,WN,5,11,12.0
DFW,ATL,DL,5,14,32.0
LAX,LAS,WN,2,10,16.0
SFO,DEN,F9,2,15,12.0
PHX,ORD,AA,2,13,6.0
LAX,SFO,WN,4,15,96.0
ORD,BOS,AA,1,14,34.0
LAX,PHX,US,2,16,15.0
DFW,DEN,AA,2,17,7.0
PHX,DFW,AA,3,13,154.0
SFO,ATL,DL,3,12,6.0
PHX,LAX,WN,4,13,25.0
DFW,SFO,OO,3,9,46.0
LAX,SFO,UA,7,20,21.0
DFW,DEN,F9,2,16,42.0
DFW,ATL,AA,7,11,9.0
DEN,LAX,UA,6,23,8.0
ORD,LAX,UA,4,9,30.0
BOS,SFO,UA,6,10,5.0
DFW,PHX,AA,3,7,10.0
PHX,DEN,F9,1,15,21.0
PHX,ATL,US,7,8,60.0
DFW,PHX,AA,2,8,5.0
PHX,LAX,WN,6,19,42.0
ORD,BOS,AA,6,11,5.0
DFW,DEN,AA,3,13,7.0
BOS,SFO,UA,3,8,29.0
DEN,LAX,UA,4,15,45.0
LAS,LAX,AA,4,13,24.0
ORD,BOS,AA,2,11,9.0
PHX,DFW,AA,3,7,7.0
LAS,DEN,WN,2,21,83.0
ATL,IAH,EV,7,15,32.0
PHX,DFW,AA,7,13,14.0
ATL,DFW,DL,1,7,8.0
PHX,DEN,WN,5,15,27.0
LAX,SFO,WN,1,11,26.0
IAH,DEN,UA,7,13,11.0
LAS,DEN,WN,2,16,14.0
IAH,LAS,UA,5,19,12.0
LAS,BOS,B6,4,23,14.0
IAH,ATL,EV,4,17,17.0
SFO,LAS,UA,2,13,8.0
DFW,LAX,AA,3,19,35.0
BOS,SFO,UA,4,17,7.0
ATL,DFW,DL,3,16,63.0
PHX,LAS,AA,5,10,10.0
PHX,DEN,WN,4,8,7.0
ORD,SFO,UA,5,19,17.0
IAH,ORD,UA,4,5,5.0
ORD,PHX,AA,4,18,17.0
ORD,ATL,DL,5,14,29.0
LAS,BOS,B6,7,9,38.0
IAH,PHX,EV,3,7,7.0
LAX,IAH,UA,1,10,16.0
IAH,DFW,AA,4,14,18.0
IAH,ATL,UA,3,13,7.0
SFO,ORD,AA,7,12,28.0
LAS,LAX,AA,6,7,6.0
LAX,LAS,OO,4,11,42.0
LAX,PHX,WN,7,21,45.0
DEN,IAH,UA,7,13,6.0
PHX,SFO,US,1,10,51.0
PHX,LAX,OO,4,16,7.0
LAS,BOS,B6,3,12,41.0
DFW,LAS,AA,5,21,107.0
DEN,ATL,UA,2,12,7.0
ORD,BOS,UA,6,13,22.0
LAX,PHX,WN,1,11,13.0
ATL,SFO,DL,7,13,88.0
ATL,DEN,F9,2,15,16.0
SFO,LAX,AA,5,18,8.0
BOS,ORD,OO,2,10,20.0
LAX,PHX,WN,4,20,28.0
LAX,LAS,WN,6,14,9.0
SFO,LAS,WN,6,6,12.0
LAS,PHX,WN,2,16,57.0
IAH,ATL,DL,3,17,7.0
LAX,IAH,UA,3,0,23.0
ORD,DFW,AA,4,14,16.0
IAH,SFO,UA,4,7,8.0
SFO,PHX,WN,4,16,21.0
DFW,PHX,US,6,8,11.0
LAX,LAS,WN,7,14,12.0
LAX,ATL,DL,5,13,13.0
LAX,LAS,OO,4,15,46.0
DFW,SFO,AA,5,18,14.0
DEN,PHX,AA,2,5,22.0
LAS,PHX,WN,3,15,26.0
DEN,LAS,WN,2,17,32.0
ORD,IAH,UA,4,17,11.0
DEN,PHX,US,4,18,38.0
BOS,DEN,UA,4,15,132.0
PHX,SFO,UA,5,19,202.0
LAX,DEN,WN,4,10,14.0
LAS,LAX,OO,2,16,8.0
LAX,PHX,WN,1,20,28.0
LAX,SFO,DL,5,15,9.0
SFO,BOS,UA,4,10,454.0
ATL,LAX,WN,7,15,14.0
ATL,LAX,DL,7,12,83.0
SFO,LAS,UA,3,17,43.0
LAX,LAS,AA,5,16,12.0
LAX,LAS,WN,5,16,44.0
SFO,DEN,UA,4,10,139.0
DFW,LAS,AA,7,11,16.0
SFO,ORD,AA,4,23,18.0
PHX,LAX,OO,1,7,36.0
DEN,IAH,F9,7,14,11.0
DEN,LAX,WN,6,10,41.0
ATL,DEN,DL,7,15,16.0
ATL,DFW,DL,6,18,17.0
SFO,IAH,UA,1,10,6.0
DFW,BOS,AA,6,20,77.0
DFW,PHX,AA,2,21,13.0
SFO,LAS,WN,5,21,10.0
DEN,ATL,DL,5,8,6.0
LAX,IAH,UA,1,6,13.0
PHX,IAH,AA,3,19,5.0
LAX,PHX,WN,4,16,6.0
LAX,ORD,UA,7,14,28.0
BOS,IAH,UA,2,8,15.0
DFW,ORD,AA,2,13,31.0
PHX,DFW,AA,5,14,63.0
ATL,ORD,DL,5,12,50.0
SFO,LAX,WN,4,20,9.0
IAH,SFO,UA,7,15,17.0
DEN,IAH,UA,4,15,38.0
LAX,PHX,WN,6,11,9.0
LAS,LAX,OO,7,14,12.0
ORD,PHX,US,2,7,21.0
LAX,DFW,AA,6,8,40.0
ORD,ATL,UA,4,12,13.0
DEN,IAH,F9,7,18,6.0
PHX,ORD,AA,4,13,106.0
DFW,LAS,AA,5,13,19.0
DFW,BOS,AA,2,20,60.0
LAX,DEN,UA,2,17,63.0
IAH,DFW,OO,4,15,120.0
LAS,ATL,DL,5,15,26.0
DEN,ATL,F9,4,14,20.0
DFW,IAH,EV,7,9,58.0
LAX,LAS,WN,2,15,20.0
LAX,LAS,DL,3,18,69.0
ORD,LAX,UA,1,18,5.0
DEN,LAX,WN,7,20,12.0
LAX,PHX,US,6,17,21.0
LAS,IAH,UA,3,9,5.0
PHX,SFO,UA,5,7,23.0
ORD,LAX,UA,3,15,23.0
PHX,LAX,WN,5,11,13.0
BOS,ORD,AA,3,18,13.0
LAX,DFW,OO,3,12,15.0
BOS,ATL,DL,4,16,130.0
BOS,ATL,WN,7,17,7.0
PHX,LAS,WN,6,17,13.0
ORD,BOS,UA,4,9,13.0
LAX,ATL,WN,4,14,29.0
SFO,ORD,UA,2,23,8.0
ORD,IAH,UA,4,6,36.0
ATL,DFW,AA,4,12,13.0
BOS,DEN,B6,5,19,26.0
PHX,LAS,WN,4,20,38.0
SFO,LAX,UA,1,16,19.0
PHX,LAS,WN,3,12,13.0
LAS,BOS,B6,7,21,5.0
DEN,SFO,UA,1,11,8.0
DEN,PHX,UA,4,8,6.0
ATL,DEN,WN,3,13,31.0
DFW,ORD,AA,4,11,120.0
LAX,LAS,WN,3,13,8.0
LAX,DFW,AA,7,8,31.0
IAH,SFO,UA,2,17,35.0
LAX,ATL,DL,7,15,30.0
ORD,PHX,AA,1,7,21.0
DFW,ATL,AA,3,7,86.0
DFW,ATL,AA,3,14,23.0
ORD,ATL,DL,7,12,33.0
DFW,DEN,AA,4,9,48.0
DEN,LAS,WN,1,15,71.0
IAH,PHX,US,2,14,65.0
BOS,SFO,B6,5,16,5.0
DFW,LAS,AA,3,8,7.0
ATL,DEN,WN,2,10,6.0
PHX,ORD,UA,7,14,13.0
BOS,ORD,OO,4,12,8.0
DEN,ATL,WN,4,19,10.0
DFW,LAS,AA,5,10,12.0
SFO,BOS,B6,1,22,13.0
LAX,BOS,B6,7,23,10.0
DEN,ORD,UA,4,17,23.0
LAS,ATL,WN,5,14,31.0
BOS,SFO,UA,5,19,55.0
ATL,IAH,EV,3,9,13.0
ORD,BOS,OO,1,7,52.0
IAH,SFO,UA,6,17,20.0
LAX,ORD,UA,6,10,7.0
LAS,SFO,OO,5,10,30.0
ATL,LAX,DL,6,20,16.0
DFW,LAS,AA,4,19,79.0
PHX,SFO,WN,6,21,12.0
LAS,PHX,WN,7,18,17.0
ORD,BOS,UA,6,19,7.0
LAX,SFO,UA,3,19,144.0
DEN,LAS,WN,2,15,19.0
DEN,ORD,UA,2,12,14.0
LAX,DFW,AA,2,0,6.0
LAX,SFO,DL,5,10,24.0
DEN,IAH,UA,5,18,80.0
LAS,DFW,AA,3,11,97.0
BOS,IAH,UA,1,12,44.0
SFO,ORD,UA,2,9,12.0
LAX,ORD,AA,2,14,5.0
ORD,LAX,AA,4,10,223.0
DEN,DFW,AA,7,14,8.0
PHX,LAX,OO,7,15,16.0
ORD,SFO,AA,3,14,74.0
BOS,IAH,UA,5,7,10.0
ORD,LAX,AA,4,12,32.0
DEN,LAS,F9,6,7,47.0
